"","land","plot","year","species","abundance","height","id"
"2742","Narnia",5,2014,"ARCLAT",2,11.1,"2014HE543"
"2743","Narnia",5,2014,"DEGVAG",5,11.9,"2014HE553"
"2744","Narnia",5,2014,"DEGVAG",2,11.3,"2014HE593"
"2745","Narnia",5,2014,"DEGVAG",3,18.9,"2014HE514"
"2746","Narnia",5,2014,"YALPUL",5,16.8,"2014HE514"
"2747","Narnia",5,2014,"DEGVAG",5,33.4,"2014HE534"
"2748","Narnia",5,2014,"YALPUL",2,38.3,"2014HE534"
"2749","Narnia",5,2014,"ARCLAT",2,5.3,"2014HE544"
"2750","Narnia",5,2014,"ARCLAT",2,43.3,"2014HE554"
"2751","Narnia",5,2014,"DEGVAG",5,18.8,"2014HE574"
"2752","Narnia",5,2014,"YALPUL",2,6.5,"2014HE584"
"2753","Narnia",5,2014,"DEGVAG",3,14.3,"2014HE525"
"2754","Narnia",5,2014,"DEGVAG",2,8.6,"2014HE535"
"2755","Narnia",5,2014,"DEGVAG",2,13.1,"2014HE545"
"2756","Narnia",5,2014,"ARCLAT",2,45.6,"2014HE555"
"2757","Narnia",5,2014,"YALPUL",2,9.9,"2014HE555"
"2758","Narnia",5,2014,"DEGVAG",3,10,"2014HE565"
"2759","Narnia",5,2014,"DEGVAG",2,10.4,"2014HE575"
"2760","Narnia",5,2014,"DEGVAG",3,10.5,"2014HE585"
"2761","Narnia",5,2014,"YALPUL",5,4,"2014HE585"
"2762","Narnia",5,2014,"DEGVAG",6,18.1,"2014HE516"
"2763","Narnia",5,2014,"DEGVAG",2,11.4,"2014HE536"
"2764","Narnia",5,2014,"YALPUL",2,9.4,"2014HE556"
"2765","Narnia",5,2014,"DEGVAG",2,11.1,"2014HE576"
"2766","Narnia",5,2014,"DEGVAG",2,6.4,"2014HE586"
"2767","Narnia",5,2014,"DEGVAG",2,4.9,"2014HE596"
"2768","Narnia",5,2014,"ARCLAT",2,14.6,"2014HE5106"
"2769","Narnia",5,2014,"YALPUL",2,11.6,"2014HE5106"
"2770","Narnia",5,2014,"DEGVAG",5,11.8,"2014HE517"
"2771","Narnia",5,2014,"DEGVAG",2,4.9,"2014HE527"
"2772","Narnia",5,2014,"DEGVAG",2,6.6,"2014HE537"
"2773","Narnia",5,2014,"DEGVAG",2,19.9,"2014HE547"
"2774","Narnia",5,2014,"YALPUL",2,5.1,"2014HE567"
"2775","Narnia",5,2014,"DEGVAG",2,3.5,"2014HE577"
"2776","Narnia",5,2014,"DEGVAG",2,1.5,"2014HE587"
"2777","Narnia",5,2014,"YALPUL",2,5.8,"2014HE597"
"2778","Narnia",5,2014,"DEGVAG",2,8.6,"2014HE528"
"2779","Narnia",5,2014,"DEGVAG",2,8.6,"2014HE538"
"2780","Narnia",5,2014,"XXXcarex",2,6,"2014HE558"
"2781","Narnia",5,2014,"DEGVAG",5,8.1,"2014HE568"
"2782","Narnia",5,2014,"DEGVAG",3,5.6,"2014HE578"
"2783","Narnia",5,2014,"DEGVAG",2,3.5,"2014HE588"
"2784","Narnia",5,2014,"DEGVAG",2,8.9,"2014HE598"
"2785","Narnia",5,2014,"YALPUL",2,4,"2014HE598"
"2786","Narnia",5,2014,"SAXNEL",2,9.9,"2014HE5108"
"2787","Narnia",5,2014,"DEGVAG",2,5.3,"2014HE519"
"2788","Narnia",5,2014,"XXXcarex",5,19.9,"2014HE529"
"2789","Narnia",5,2014,"YALPUL",3,10.4,"2014HE539"
"2790","Narnia",5,2014,"DEGVAG",2,6.3,"2014HE549"
"2791","Narnia",5,2014,"DEGVAG",2,3.5,"2014HE569"
"2792","Narnia",5,2014,"ARCLAT",2,33.9,"2014HE579"
"2793","Narnia",5,2014,"FESBAF",2,11.4,"2014HE589"
"2794","Narnia",5,2014,"DEGVAG",2,6.5,"2014HE5109"
"2795","Narnia",5,2014,"DEGVAG",3,10.1,"2014HE5110"
"2796","Narnia",5,2014,"YALPUL",3,13.4,"2014HE5210"
"2797","Narnia",5,2014,"YALPUL",2,10.1,"2014HE5310"
"2798","Narnia",5,2014,"DEGVAG",3,6,"2014HE5410"
"2799","Narnia",5,2014,"DEGVAG",3,3.9,"2014HE5510"
"2800","Narnia",5,2014,"XXXcarex",2,13.5,"2014HE5710"
"2801","Narnia",5,2014,"DEGVAG",2,6.9,"2014HE5810"
"2802","Narnia",5,2014,"DEGVAG",5,11.9,"2014HE5910"
"2803","Narnia",6,2014,"DEGVAG",2,11.3,"2014HE611"
"2804","Narnia",6,2014,"ARCLAT",2,33.8,"2014HE631"
"2805","Narnia",6,2014,"YALPUL",2,18.5,"2014HE631"
"2806","Narnia",6,2014,"POAARC",2,18.8,"2014HE641"
"2807","Narnia",6,2014,"DEGVAG",5,15.5,"2014HE661"
"2808","Narnia",6,2014,"DEGVAG",2,13.4,"2014HE671"
"2809","Narnia",6,2014,"YALPUL",2,5.5,"2014HE671"
"2810","Narnia",6,2014,"DEGVAG",2,9.5,"2014HE681"
"2811","Narnia",6,2014,"YALPUL",2,9.1,"2014HE681"
"2812","Narnia",6,2014,"DEGVAG",2,18.1,"2014HE691"
"2813","Narnia",6,2014,"YALPUL",3,6.9,"2014HE691"
"2814","Narnia",6,2014,"YALPUL",2,10,"2014HE6101"
"2815","Narnia",6,2014,"DEGVAG",2,4.4,"2014HE612"
"2816","Narnia",6,2014,"DEGVAG",2,10.9,"2014HE622"
"2817","Narnia",6,2014,"YALPUL",3,14.6,"2014HE642"
"2818","Narnia",6,2014,"XXXcarex",2,16,"2014HE652"
"2819","Narnia",6,2014,"XXXcarex",2,14.3,"2014HE662"
"2820","Narnia",6,2014,"YALPUL",2,9.4,"2014HE662"
"2821","Narnia",6,2014,"DEGVAG",3,36.6,"2014HE672"
"2822","Narnia",6,2014,"DEGVAG",3,30.9,"2014HE682"
"2823","Narnia",6,2014,"YALPUL",2,10.1,"2014HE682"
"2824","Narnia",6,2014,"DEGVAG",3,14.8,"2014HE6102"
"2825","Narnia",6,2014,"YALPUL",2,9.4,"2014HE6102"
"2826","Narnia",6,2014,"ARCLAT",2,34.6,"2014HE613"
"2827","Narnia",6,2014,"YALPUL",2,8.3,"2014HE613"
"2828","Narnia",6,2014,"YALPUL",2,14.1,"2014HE623"
"2829","Narnia",6,2014,"ARCLAT",2,33.3,"2014HE633"
"2830","Narnia",6,2014,"XXXcarex",5,19.4,"2014HE643"
"2831","Narnia",6,2014,"DEGVAG",5,19.4,"2014HE653"
"2832","Narnia",6,2014,"DEGVAG",2,14.6,"2014HE673"
"2833","Narnia",6,2014,"DEGVAG",3,13,"2014HE683"
"2834","Narnia",6,2014,"YALPUL",2,8.4,"2014HE693"
"2835","Narnia",6,2014,"DEGVAG",3,13.8,"2014HE6103"
"2836","Narnia",6,2014,"XXXcarex",2,15.8,"2014HE624"
"2837","Narnia",6,2014,"YALPUL",2,4,"2014HE624"
"2838","Narnia",6,2014,"ARCLAT",2,36.1,"2014HE634"
"2839","Narnia",6,2014,"DEGVAG",3,16.6,"2014HE654"
"2840","Narnia",6,2014,"YALPUL",2,9.1,"2014HE654"
"2841","Narnia",6,2014,"YALPUL",2,5.3,"2014HE6104"
"2842","Narnia",6,2014,"ARCLAT",2,11.9,"2014HE615"
"2843","Narnia",6,2014,"DEGVAG",2,13.5,"2014HE625"
"2844","Narnia",6,2014,"XXXcarex",2,13.8,"2014HE635"
"2845","Narnia",6,2014,"ARCLAT",2,10.6,"2014HE645"
"2846","Narnia",6,2014,"DEGVAG",2,14.6,"2014HE665"
"2847","Narnia",6,2014,"YALPUL",2,14,"2014HE665"
"2848","Narnia",6,2014,"DEGVAG",5,11.1,"2014HE695"
"2849","Narnia",6,2014,"DEGVAG",3,8.5,"2014HE6105"
"2850","Narnia",6,2014,"YALPUL",2,6.4,"2014HE616"
"2851","Narnia",6,2014,"DEGVAG",2,9.8,"2014HE626"
"2852","Narnia",6,2014,"YALPUL",2,9.6,"2014HE626"
"2853","Narnia",6,2014,"DEGVAG",2,5.4,"2014HE636"
"2854","Narnia",6,2014,"XXXcarex",2,14.1,"2014HE646"
"2855","Narnia",6,2014,"YALPUL",2,8.4,"2014HE646"
"2856","Narnia",6,2014,"YALPUL",2,10.8,"2014HE656"
"2857","Narnia",6,2014,"DEGVAG",2,11.6,"2014HE666"
"2858","Narnia",6,2014,"ARCLAT",2,9.9,"2014HE676"
"2859","Narnia",6,2014,"YALPUL",2,4.9,"2014HE676"
"2860","Narnia",6,2014,"DEGVAG",3,9.4,"2014HE686"
"2861","Narnia",6,2014,"YALPUL",2,6.1,"2014HE686"
"2862","Narnia",6,2014,"ARCLAT",3,9.6,"2014HE696"
"2863","Narnia",6,2014,"DEGVAG",5,8,"2014HE617"
"2864","Narnia",6,2014,"DEGVAG",2,14.6,"2014HE627"
"2865","Narnia",6,2014,"XXXcarex",2,19.1,"2014HE647"
"2866","Narnia",6,2014,"YALPUL",2,14.9,"2014HE647"
"2867","Narnia",6,2014,"DEGVAG",5,16,"2014HE657"
"2868","Narnia",6,2014,"YALPUL",2,14.1,"2014HE667"
"2869","Narnia",6,2014,"DEGVAG",2,13.6,"2014HE677"
"2870","Narnia",6,2014,"YALPUL",5,9.8,"2014HE677"
"2871","Narnia",6,2014,"ARCLAT",2,15,"2014HE6107"
"2872","Narnia",6,2014,"YALPUL",3,11.8,"2014HE6107"
"2873","Narnia",6,2014,"DEGVAG",2,15.4,"2014HE618"
"2874","Narnia",6,2014,"DEGVAG",3,9.4,"2014HE628"
"2875","Narnia",6,2014,"DEGVAG",5,49.1,"2014HE638"
"2876","Narnia",6,2014,"DEGVAG",5,16.9,"2014HE648"
"2877","Narnia",6,2014,"YALPUL",2,11.9,"2014HE648"
"2878","Narnia",6,2014,"DEGVAG",6,33.5,"2014HE668"
"2879","Narnia",6,2014,"YALPUL",2,9.9,"2014HE668"
"2880","Narnia",6,2014,"DEGVAG",3,16.9,"2014HE678"
"2881","Narnia",6,2014,"DEGVAG",2,18.5,"2014HE688"
"2882","Narnia",6,2014,"POAARC",2,19.9,"2014HE6108"
"2883","Narnia",6,2014,"DEGVAG",2,3.1,"2014HE619"
"2884","Narnia",6,2014,"YALPUL",2,13.3,"2014HE639"
"2885","Narnia",6,2014,"ARCLAT",2,41.3,"2014HE649"
"2886","Narnia",6,2014,"DEGVAG",2,33.3,"2014HE659"
"2887","Narnia",6,2014,"YALPUL",2,8.9,"2014HE659"
"2888","Narnia",6,2014,"XXXcarex",2,16.9,"2014HE699"
"2889","Narnia",6,2014,"DEGVAG",3,38.6,"2014HE6210"
"2890","Narnia",6,2014,"YALPUL",2,9.4,"2014HE6210"
"2891","Narnia",6,2014,"DEGVAG",3,11.4,"2014HE6310"
"2892","Narnia",6,2014,"DEGVAG",3,15.1,"2014HE6410"
"2893","Narnia",6,2014,"YALPUL",2,6.8,"2014HE6610"
"2894","Narnia",6,2014,"XXXcarex",2,13.6,"2014HE6710"
"2895","Narnia",6,2014,"XXXcarex",2,11.5,"2014HE6810"
"2896","Narnia",6,2014,"YALPUL",2,16,"2014HE6910"
"2897","Hogsmeade",1,2014,"ALOALP",2,15.4,"2014KO111"
"2898","Hogsmeade",1,2014,"YALARC",2,0.4,"2014KO121"
"2899","Hogsmeade",1,2014,"ALOALP",2,11.3,"2014KO131"
"2900","Hogsmeade",1,2014,"DRYINT",3,1.4,"2014KO171"
"2901","Hogsmeade",1,2014,"DRYINT",2,0.8,"2014KO181"
"2902","Hogsmeade",1,2014,"ALOALP",2,9.6,"2014KO191"
"2903","Hogsmeade",1,2014,"ALOALP",2,6.1,"2014KO122"
"2904","Hogsmeade",1,2014,"ALOALP",2,15.1,"2014KO142"
"2905","Hogsmeade",1,2014,"FESBAF",2,1.9,"2014KO162"
"2906","Hogsmeade",1,2014,"DRYINT",2,0.6,"2014KO182"
"2907","Hogsmeade",1,2014,"DRYINT",3,1.5,"2014KO192"
"2908","Hogsmeade",1,2014,"ALOALP",2,6.3,"2014KO1102"
"2909","Hogsmeade",1,2014,"DRYINT",3,1.6,"2014KO123"
"2910","Hogsmeade",1,2014,"ALOALP",2,10.4,"2014KO143"
"2911","Hogsmeade",1,2014,"ALOALP",2,1.8,"2014KO153"
"2912","Hogsmeade",1,2014,"ALOALP",5,14.6,"2014KO173"
"2913","Hogsmeade",1,2014,"ALOALP",2,6.5,"2014KO183"
"2914","Hogsmeade",1,2014,"ALOALP",3,4,"2014KO1103"
"2915","Hogsmeade",1,2014,"YALARC",2,1.5,"2014KO114"
"2916","Hogsmeade",1,2014,"ALOALP",2,13.4,"2014KO134"
"2917","Hogsmeade",1,2014,"ALOALP",3,8.1,"2014KO154"
"2918","Hogsmeade",1,2014,"DRYINT",2,1.5,"2014KO164"
"2919","Hogsmeade",1,2014,"DRYINT",2,1.9,"2014KO174"
"2920","Hogsmeade",1,2014,"OXYMAY",2,3.9,"2014KO115"
"2921","Hogsmeade",1,2014,"ALOALP",2,10.4,"2014KO125"
"2922","Hogsmeade",1,2014,"YALARC",2,5.4,"2014KO135"
"2923","Hogsmeade",1,2014,"ALOALP",3,6.4,"2014KO145"
"2924","Hogsmeade",1,2014,"DRYINT",2,1,"2014KO185"
"2925","Hogsmeade",1,2014,"XXXcrustous",2,0.4,"2014KO195"
"2926","Hogsmeade",1,2014,"DRYINT",2,1.4,"2014KO1105"
"2927","Hogsmeade",1,2014,"ALOALP",2,3.5,"2014KO116"
"2928","Hogsmeade",1,2014,"FESBAF",2,5.6,"2014KO136"
"2929","Hogsmeade",1,2014,"ALOALP",3,11,"2014KO146"
"2930","Hogsmeade",1,2014,"ALOALP",3,18,"2014KO156"
"2931","Hogsmeade",1,2014,"ALOALP",2,5.1,"2014KO166"
"2932","Hogsmeade",1,2014,"FESBAF",2,0.4,"2014KO196"
"2933","Hogsmeade",1,2014,"ALOALP",2,9,"2014KO117"
"2934","Hogsmeade",1,2014,"ALOALP",2,8.4,"2014KO127"
"2935","Hogsmeade",1,2014,"ALOALP",2,6.1,"2014KO137"
"2936","Hogsmeade",1,2014,"ALOALP",2,6,"2014KO147"
"2937","Hogsmeade",1,2014,"ALOALP",2,9.5,"2014KO157"
"2938","Hogsmeade",1,2014,"ALOALP",3,13,"2014KO167"
"2939","Hogsmeade",1,2014,"XXXothermoss",2,0.3,"2014KO177"
"2940","Hogsmeade",1,2014,"ALOALP",2,5.1,"2014KO187"
"2941","Hogsmeade",1,2014,"ALOALP",2,3.8,"2014KO118"
"2942","Hogsmeade",1,2014,"ALOALP",2,5.6,"2014KO128"
"2943","Hogsmeade",1,2014,"ALOALP",2,16.1,"2014KO138"
"2944","Hogsmeade",1,2014,"ALOALP",2,9.3,"2014KO148"
"2945","Hogsmeade",1,2014,"FESBAF",2,5.1,"2014KO158"
"2946","Hogsmeade",1,2014,"ALOALP",2,9.1,"2014KO168"
"2947","Hogsmeade",1,2014,"ALOALP",3,10.1,"2014KO178"
"2948","Hogsmeade",1,2014,"DRYINT",2,3.3,"2014KO198"
"2949","Hogsmeade",1,2014,"DRYINT",2,1.4,"2014KO1108"
"2950","Hogsmeade",1,2014,"ALOALP",2,1.9,"2014KO119"
"2951","Hogsmeade",1,2014,"FESBAF",2,10.1,"2014KO159"
"2952","Hogsmeade",1,2014,"DRYINT",2,3.4,"2014KO169"
"2953","Hogsmeade",1,2014,"ALOALP",2,11.3,"2014KO189"
"2954","Hogsmeade",1,2014,"DRYINT",2,1.1,"2014KO1110"
"2955","Hogsmeade",1,2014,"DRYINT",2,3.4,"2014KO1610"
"2956","Hogsmeade",1,2014,"ALOALP",2,10.4,"2014KO1710"
"2957","Hogsmeade",1,2014,"ALOALP",2,4.6,"2014KO1810"
"2958","Hogsmeade",1,2014,"YALARC",2,3.4,"2014KO1910"
"2959","Hogsmeade",1,2014,"ALOALP",2,6.8,"2014KO11010"
"2960","Hogsmeade",2,2014,"DRYINT",3,4,"2014KO211"
"2961","Hogsmeade",2,2014,"ALOALP",2,6.9,"2014KO231"
"2962","Hogsmeade",2,2014,"ALOALP",2,3.9,"2014KO251"
"2963","Hogsmeade",2,2014,"ALOALP",2,3.4,"2014KO261"
"2964","Hogsmeade",2,2014,"ALOALP",2,1.9,"2014KO281"
"2965","Hogsmeade",2,2014,"ALOALP",3,11.4,"2014KO212"
"2966","Hogsmeade",2,2014,"ALOALP",2,33.5,"2014KO252"
"2967","Hogsmeade",2,2014,"ALOALP",2,4.4,"2014KO262"
"2968","Hogsmeade",2,2014,"ALOALP",2,0.4,"2014KO282"
"2969","Hogsmeade",2,2014,"ALOALP",2,4.6,"2014KO213"
"2970","Hogsmeade",2,2014,"ALOALP",2,11.8,"2014KO223"
"2971","Hogsmeade",2,2014,"ALOALP",5,18,"2014KO233"
"2972","Hogsmeade",2,2014,"ALOALP",2,8.9,"2014KO243"
"2973","Hogsmeade",2,2014,"YALARC",2,1.5,"2014KO2103"
"2974","Hogsmeade",2,2014,"ALOALP",2,6.9,"2014KO214"
"2975","Hogsmeade",2,2014,"ALOALP",5,16.5,"2014KO224"
"2976","Hogsmeade",2,2014,"ALOALP",2,4.8,"2014KO234"
"2977","Hogsmeade",2,2014,"ALOALP",2,13,"2014KO274"
"2978","Hogsmeade",2,2014,"ASTUMB",2,4.6,"2014KO284"
"2979","Hogsmeade",2,2014,"ALOALP",2,9.9,"2014KO294"
"2980","Hogsmeade",2,2014,"ALOALP",2,5.9,"2014KO225"
"2981","Hogsmeade",2,2014,"ALOALP",5,33.6,"2014KO235"
"2982","Hogsmeade",2,2014,"ALOALP",2,6.8,"2014KO245"
"2983","Hogsmeade",2,2014,"ALOALP",2,4.1,"2014KO255"
"2984","Hogsmeade",2,2014,"ALOALP",2,3,"2014KO265"
"2985","Hogsmeade",2,2014,"ALOALP",2,5.6,"2014KO285"
"2986","Hogsmeade",2,2014,"ALOALP",2,4.3,"2014KO295"
"2987","Hogsmeade",2,2014,"FESBAF",2,8.9,"2014KO216"
"2988","Hogsmeade",2,2014,"ALOALP",2,14.8,"2014KO226"
"2989","Hogsmeade",2,2014,"ALOALP",2,8.3,"2014KO236"
"2990","Hogsmeade",2,2014,"ALOALP",2,10.9,"2014KO246"
"2991","Hogsmeade",2,2014,"ALOALP",2,4.3,"2014KO256"
"2992","Hogsmeade",2,2014,"ALOALP",2,6,"2014KO266"
"2993","Hogsmeade",2,2014,"ALOALP",2,8.4,"2014KO276"
"2994","Hogsmeade",2,2014,"ALOALP",3,33.9,"2014KO296"
"2995","Hogsmeade",2,2014,"ALOALP",2,10.1,"2014KO217"
"2996","Hogsmeade",2,2014,"ALOALP",2,6,"2014KO227"
"2997","Hogsmeade",2,2014,"ALOALP",2,8,"2014KO237"
"2998","Hogsmeade",2,2014,"ALOALP",3,6,"2014KO247"
"2999","Hogsmeade",2,2014,"ALOALP",2,9.6,"2014KO277"
"3000","Hogsmeade",2,2014,"ALOALP",5,18.1,"2014KO287"
"3001","Hogsmeade",2,2014,"ALOALP",3,10.4,"2014KO238"
"3002","Hogsmeade",2,2014,"ALOALP",2,36.4,"2014KO258"
"3003","Hogsmeade",2,2014,"ALOALP",3,15.6,"2014KO278"
"3004","Hogsmeade",2,2014,"ALOALP",2,33.3,"2014KO288"
"3005","Hogsmeade",2,2014,"ALOALP",2,6.8,"2014KO298"
"3006","Hogsmeade",2,2014,"ALOALP",5,10.5,"2014KO219"
"3007","Hogsmeade",2,2014,"ALOALP",3,6.9,"2014KO249"
"3008","Hogsmeade",2,2014,"ALOALP",2,6.5,"2014KO299"
"3009","Hogsmeade",2,2014,"ALOALP",2,36.8,"2014KO2110"
"3010","Hogsmeade",2,2014,"ALOALP",3,13.4,"2014KO2210"
"3011","Hogsmeade",2,2014,"ALOALP",5,11.6,"2014KO2310"
"3012","Hogsmeade",2,2014,"ALOALP",2,9.9,"2014KO2510"
"3013","Hogsmeade",2,2014,"ALOALP",5,13,"2014KO2710"
"3014","Hogsmeade",2,2014,"ALOALP",2,9.9,"2014KO2810"
"3015","Hogsmeade",2,2014,"ALOALP",2,11.9,"2014KO2910"
"3016","Hogsmeade",2,2014,"ALOALP",2,34.3,"2014KO21010"
"3017","Hogsmeade",3,2014,"DRYINT",2,6.5,"2014KO311"
"3018","Hogsmeade",3,2014,"ARCLAT",2,4.3,"2014KO321"
"3019","Hogsmeade",3,2014,"PEDVER",2,6.9,"2014KO341"
"3020","Hogsmeade",3,2014,"ARCLAT",2,4.9,"2014KO361"
"3021","Hogsmeade",3,2014,"DRYINT",5,3,"2014KO371"
"3022","Hogsmeade",3,2014,"FESBAF",3,8.9,"2014KO391"
"3023","Hogsmeade",3,2014,"ARCLAT",2,5.1,"2014KO312"
"3024","Hogsmeade",3,2014,"ARCLAT",3,14.4,"2014KO332"
"3025","Hogsmeade",3,2014,"DRYINT",3,1.9,"2014KO352"
"3026","Hogsmeade",3,2014,"ARCLAT",8,9.5,"2014KO372"
"3027","Hogsmeade",3,2014,"ARCLAT",5,18,"2014KO382"
"3028","Hogsmeade",3,2014,"DRYINT",3,4.1,"2014KO392"
"3029","Hogsmeade",3,2014,"PEDVER",2,8.1,"2014KO333"
"3030","Hogsmeade",3,2014,"XXXotherforb",2,3.1,"2014KO343"
"3031","Hogsmeade",3,2014,"DRYINT",2,3.6,"2014KO353"
"3032","Hogsmeade",3,2014,"ARCLAT",2,18.5,"2014KO363"
"3033","Hogsmeade",3,2014,"ARCLAT",3,9.4,"2014KO373"
"3034","Hogsmeade",3,2014,"DRYINT",2,0.4,"2014KO3103"
"3035","Hogsmeade",3,2014,"ARCLAT",2,13.3,"2014KO314"
"3036","Hogsmeade",3,2014,"YALARC",2,5.1,"2014KO324"
"3037","Hogsmeade",3,2014,"FESBAF",2,5.8,"2014KO334"
"3038","Hogsmeade",3,2014,"ARCLAT",2,13.1,"2014KO344"
"3039","Hogsmeade",3,2014,"SENATR",2,33.1,"2014KO354"
"3040","Hogsmeade",3,2014,"ALEOCH",2,4.3,"2014KO364"
"3041","Hogsmeade",3,2014,"ARCLAT",2,10.8,"2014KO374"
"3042","Hogsmeade",3,2014,"ARCLAT",2,41.3,"2014KO315"
"3043","Hogsmeade",3,2014,"ARCLAT",2,19.8,"2014KO325"
"3044","Hogsmeade",3,2014,"DRYINT",5,8.4,"2014KO335"
"3045","Hogsmeade",3,2014,"ARCLAT",3,30.5,"2014KO345"
"3046","Hogsmeade",3,2014,"ARCLAT",2,8.3,"2014KO355"
"3047","Hogsmeade",3,2014,"DRYINT",3,3.1,"2014KO365"
"3048","Hogsmeade",3,2014,"DRYINT",2,0.9,"2014KO375"
"3049","Hogsmeade",3,2014,"DRYINT",3,1.9,"2014KO385"
"3050","Hogsmeade",3,2014,"ARCLAT",2,10.4,"2014KO3105"
"3051","Hogsmeade",3,2014,"ARCLAT",2,14.3,"2014KO336"
"3052","Hogsmeade",3,2014,"ARCLAT",2,9.1,"2014KO346"
"3053","Hogsmeade",3,2014,"DRYINT",3,1.4,"2014KO376"
"3054","Hogsmeade",3,2014,"XXXpeltigera",2,1.5,"2014KO386"
"3055","Hogsmeade",3,2014,"ARCLAT",2,6.1,"2014KO337"
"3056","Hogsmeade",3,2014,"OXYNIG",2,3.8,"2014KO347"
"3057","Hogsmeade",3,2014,"DRYINT",3,1.4,"2014KO377"
"3058","Hogsmeade",3,2014,"DRYINT",2,3.1,"2014KO397"
"3059","Hogsmeade",3,2014,"DRYINT",3,3,"2014KO318"
"3060","Hogsmeade",3,2014,"DRYINT",2,1.4,"2014KO388"
"3061","Hogsmeade",3,2014,"DRYINT",3,3.6,"2014KO319"
"3062","Hogsmeade",3,2014,"FESBAF",2,1.5,"2014KO329"
"3063","Hogsmeade",3,2014,"DRYINT",3,3,"2014KO339"
"3064","Hogsmeade",3,2014,"DRYINT",2,1.6,"2014KO349"
"3065","Hogsmeade",3,2014,"FESBAF",2,6,"2014KO359"
"3066","Hogsmeade",3,2014,"THASUB",2,1.5,"2014KO3110"
"3067","Hogsmeade",3,2014,"ASTUMB",2,3.6,"2014KO3310"
"3068","Hogsmeade",3,2014,"DRYINT",3,1.9,"2014KO3410"
"3069","Hogsmeade",3,2014,"FESBAF",2,3,"2014KO3610"
"3070","Hogsmeade",3,2014,"ASTUMB",2,3,"2014KO3710"
"3071","Hogsmeade",3,2014,"OXYMAY",2,5.4,"2014KO3910"
"3072","Hogsmeade",4,2014,"ARCLAT",2,4.9,"2014KO411"
"3073","Hogsmeade",4,2014,"ARCLAT",2,8,"2014KO421"
"3074","Hogsmeade",4,2014,"LUPARC",2,4,"2014KO431"
"3075","Hogsmeade",4,2014,"ARCLAT",2,8.3,"2014KO441"
"3076","Hogsmeade",4,2014,"DRYINT",2,10.4,"2014KO451"
"3077","Hogsmeade",4,2014,"ASTUMB",2,8.4,"2014KO461"
"3078","Hogsmeade",4,2014,"ARCLAT",2,35.6,"2014KO471"
"3079","Hogsmeade",4,2014,"ARCLAT",3,13.6,"2014KO491"
"3080","Hogsmeade",4,2014,"ARCLAT",2,8.4,"2014KO4101"
"3081","Hogsmeade",4,2014,"XXXotherforb",2,5.5,"2014KO412"
"3082","Hogsmeade",4,2014,"YALARC",2,5.4,"2014KO442"
"3083","Hogsmeade",4,2014,"ARCLAT",2,36.9,"2014KO452"
"3084","Hogsmeade",4,2014,"DRYINT",2,3.4,"2014KO462"
"3085","Hogsmeade",4,2014,"DRYINT",2,11.8,"2014KO472"
"3086","Hogsmeade",4,2014,"ARCLAT",2,40.3,"2014KO492"
"3087","Hogsmeade",4,2014,"ARCLAT",2,3.8,"2014KO4102"
"3088","Hogsmeade",4,2014,"YALARC",2,3.9,"2014KO423"
"3089","Hogsmeade",4,2014,"DRYINT",3,1.3,"2014KO463"
"3090","Hogsmeade",4,2014,"DRYINT",2,1.4,"2014KO493"
"3091","Hogsmeade",4,2014,"ARCLAT",2,36,"2014KO4103"
"3092","Hogsmeade",4,2014,"DRYINT",2,4.1,"2014KO424"
"3093","Hogsmeade",4,2014,"ARCLAT",2,34.1,"2014KO464"
"3094","Hogsmeade",4,2014,"ARCLAT",2,40.9,"2014KO474"
"3095","Hogsmeade",4,2014,"STELON",2,6.3,"2014KO494"
"3096","Hogsmeade",4,2014,"ARCLAT",5,14.5,"2014KO415"
"3097","Hogsmeade",4,2014,"XXXothermoss",2,0.4,"2014KO425"
"3098","Hogsmeade",4,2014,"ARCLAT",2,5,"2014KO445"
"3099","Hogsmeade",4,2014,"ARCLAT",2,1.5,"2014KO465"
"3100","Hogsmeade",4,2014,"ARCLAT",2,5.1,"2014KO475"
"3101","Hogsmeade",4,2014,"ARCLAT",2,5.3,"2014KO485"
"3102","Hogsmeade",4,2014,"ARCLAT",2,13.3,"2014KO495"
"3103","Hogsmeade",4,2014,"DRYINT",2,3.1,"2014KO4105"
"3104","Hogsmeade",4,2014,"ARCLAT",2,13.6,"2014KO416"
"3105","Hogsmeade",4,2014,"OXYMAY",2,5.4,"2014KO436"
"3106","Hogsmeade",4,2014,"ARCLAT",2,18.4,"2014KO466"
"3107","Hogsmeade",4,2014,"ARCLAT",2,8.1,"2014KO476"
"3108","Hogsmeade",4,2014,"ARCLAT",2,4.6,"2014KO486"
"3109","Hogsmeade",4,2014,"ARCLAT",2,9.4,"2014KO496"
"3110","Hogsmeade",4,2014,"ARCLAT",2,39.3,"2014KO4106"
"3111","Hogsmeade",4,2014,"DRYINT",3,8.4,"2014KO427"
"3112","Hogsmeade",4,2014,"DRYINT",2,1.6,"2014KO447"
"3113","Hogsmeade",4,2014,"XXXped",2,4.6,"2014KO477"
"3114","Hogsmeade",4,2014,"ARCLAT",2,10.3,"2014KO487"
"3115","Hogsmeade",4,2014,"DRYINT",5,16.6,"2014KO4107"
"3116","Hogsmeade",4,2014,"POAARC",2,4.1,"2014KO418"
"3117","Hogsmeade",4,2014,"ARCLAT",2,1.8,"2014KO428"
